"","SiteNo","Country","Location","Plot","Replication","BLK","Entry","YLD","AD","SD","PH","EH","rEPH","rEPP","nP"
"587",12,"Guatemala","Sabana ",11,1,3,24,1.3,27,27,9,86,25,"0.4","34"
"588",12,"Guatemala","Sabana ",12,1,3,19,0.74,27,26,12,86,20,"0.3","41"
"589",12,"Guatemala","Sabana ",13,1,4,11,0.68,30,26,6,84,27,"0.3","52"
"590",12,"Guatemala","Sabana ",14,1,4,29,1.3,23,24,11,88,25,"0.4","43"
"591",12,"Guatemala","Sabana ",15,1,4,6,1.29,22,23,9,86,25,"0.5","44"
"592",12,"Guatemala","Sabana ",16,1,4,28,0.67,26,26,10,84,20,"0.5","37"
"593",12,"Guatemala","Sabana ",17,1,5,5,0.69,27,26,13,88,22,"0.7","39"
"594",12,"Guatemala","Sabana ",18,1,5,32,0.95,27,27,10,81,9,"0.6","40"
"595",12,"Guatemala","Sabana ",19,1,5,30,0.78,28,28,3,80,13,"0.6","40"
"596",12,"Guatemala","Sabana ",20,1,5,3,1.28,22,21,5,84,29,"0.8","36"
"597",12,"Guatemala","Sabana ",21,1,6,1,1.34,22,23,11,83,15,"0.7","44"
"598",12,"Guatemala","Sabana ",22,1,6,18,1.12,24,24,12,83,14,"0.6","45"
"599",12,"Guatemala","Sabana ",23,1,6,25,0.58,25,25,9,80,7,"0.5","47"
"600",12,"Guatemala","Sabana ",24,1,6,31,0.45,27,27,9,81,10,"0.5","42"
"601",12,"Guatemala","Sabana ",25,1,7,14,0.18,29,29,10,83,16,"0.3","52"
"602",12,"Guatemala","Sabana ",26,1,7,13,0.77,29,29,139,80,19,"0.5","51"
"603",12,"Guatemala","Sabana ",27,1,7,12,0.86,28,29,2,82,25,"0.6","39"
"604",12,"Guatemala","Sabana ",28,1,7,22,1.44,24,24,3,83,27,"0.5","50"
"605",12,"Guatemala","Sabana ",29,1,8,26,1.75,23,24,9,84,21,"0.6","51"
"606",12,"Guatemala","Sabana ",30,1,8,20,1.8,27,27,9,82,14,"0.8","42"
"607",12,"Guatemala","Sabana ",31,1,8,9,0.6,25,25,11,84,18,"0.5","42"
"608",12,"Guatemala","Sabana ",32,1,8,2,0.93,21,20,10,86,23,"0.8","35"
"609",12,"Guatemala","Sabana ",33,2,9,7,0.78,23,22,7,80,9,"0.5","42"
"610",12,"Guatemala","Sabana ",34,2,9,22,1.52,24,24,9,80,7,"0.7","41"
"611",12,"Guatemala","Sabana ",35,2,9,26,1.83,23,24,10,83,16,"0.6","54"
"612",12,"Guatemala","Sabana ",36,2,9,19,0.66,27,26,10,82,13,"0.5","51"
"613",12,"Guatemala","Sabana ",37,2,10,29,1.21,23,24,9,82,14,"0.4","49"
"614",12,"Guatemala","Sabana ",38,2,10,32,0.95,27,27,10,81,9,"0.5","47"
"615",12,"Guatemala","Sabana ",39,2,10,1,0.55,22,23,12,80,4,"0.4","41"
"616",12,"Guatemala","Sabana ",40,2,10,17,1.63,23,24,9,79,3,"0.8","41"
"617",12,"Guatemala","Sabana ",41,2,11,12,0.77,28,29,10,82,13,"0.6","48"
"618",12,"Guatemala","Sabana ",42,2,11,28,1.67,26,26,8,79,4,"0.7","50"
"619",12,"Guatemala","Sabana ",43,2,11,27,1.6,24,25,8,81,12,"0.9","41"
"620",12,"Guatemala","Sabana ",44,2,11,8,1.38,23,22,11,82,11,"0.7","50"
"621",12,"Guatemala","Sabana ",45,2,12,18,1.73,24,24,10,83,16,"0.7","45"
"622",12,"Guatemala","Sabana ",46,2,12,13,1.54,29,29,11,82,11,"0.9","38"
"623",12,"Guatemala","Sabana ",47,2,12,9,0.69,25,25,11,83,15,"0.6","42"
"624",12,"Guatemala","Sabana ",48,2,12,30,0.95,28,28,12,80,4,"0.6","47"
"625",12,"Guatemala","Sabana ",49,2,13,21,0.93,23,23,8,81,12,"0.6","32"
"626",12,"Guatemala","Sabana ",50,2,13,20,1.45,27,27,12,81,7,"0.8","40"
"627",12,"Guatemala","Sabana ",51,2,13,31,0.36,27,27,13,82,9,"0.4","45"
"628",12,"Guatemala","Sabana ",52,2,13,6,0.97,22,23,10,81,9,"0.9","39"
"629",12,"Guatemala","Sabana ",53,2,14,23,0.43,27,27,9,80,7,"0.4","40"
"630",12,"Guatemala","Sabana ",54,2,14,24,1.47,27,27,10,79,2,"0.5","51"
"631",12,"Guatemala","Sabana ",55,2,14,2,1.52,21,20,9,79,3,"1","49"
"632",12,"Guatemala","Sabana ",56,2,14,5,0.95,27,26,10,80,6,"0.6","50"
"633",12,"Guatemala","Sabana ",57,2,15,25,0.75,25,25,12,80,4,"0.4","47"
"634",12,"Guatemala","Sabana ",58,2,15,10,0.92,28,28,13,83,12,"0.6","43"
"635",12,"Guatemala","Sabana ",59,2,15,16,0.85,25,25,12,82,10,"0.7","41"
"636",12,"Guatemala","Sabana ",60,2,15,15,1.03,25,25,9,81,10,"0.6","48"
"637",12,"Guatemala","Sabana ",61,2,16,14,0.35,29,29,10,83,16,"0.4","47"
"638",12,"Guatemala","Sabana ",62,2,16,3,0.85,22,21,10,82,13,"0.5","52"
"639",12,"Guatemala","Sabana ",63,2,16,4,1.63,25,25,11,80,5,"0.9","39"
"640",12,"Guatemala","Sabana ",64,2,16,11,2.39,30,26,9,80,7,"0.9","46"
"641",12,"Guatemala","Sabana ",65,3,17,30,0.78,28,28,11,82,11,"0.5","42"
"642",12,"Guatemala","Sabana ",66,3,17,1,0.87,22,23,9,82,14,"0.5","48"
"643",12,"Guatemala","Sabana ",67,3,17,8,1.12,23,22,10,83,16,"0.6","52"
"644",12,"Guatemala","Sabana ",68,3,17,7,1.3,23,22,13,84,16,"0.9","39"
"645",12,"Guatemala","Sabana ",69,3,18,19,0.83,27,26,14,84,15,"0.4","53"
"646",12,"Guatemala","Sabana ",70,3,18,18,1.3,24,24,13,84,16,"1.1","34"
"647",12,"Guatemala","Sabana ",71,3,18,15,1.46,25,25,11,82,11,"1.2","32"
"648",12,"Guatemala","Sabana ",72,3,18,6,1.78,22,23,11,81,8,"0.7","41"
"649",12,"Guatemala","Sabana ",73,3,19,31,0.72,27,27,12,81,7,"0.5","48"
"650",12,"Guatemala","Sabana ",74,3,19,12,2.06,28,29,12,82,10,"0.8","53"
"651",12,"Guatemala","Sabana ",75,3,19,4,1.81,25,25,10,79,2,"0.9","45"
"652",12,"Guatemala","Sabana ",76,3,19,9,1.72,25,25,9,80,7,"0.4","48"
"653",12,"Guatemala","Sabana ",77,3,20,23,1.89,27,27,10,81,9,"0.4","50"
"654",12,"Guatemala","Sabana ",78,3,20,28,2.17,26,26,10,81,9,"0.8","39"
"655",12,"Guatemala","Sabana ",79,3,20,14,1.95,29,29,11,82,11,"0.5","47"
"656",12,"Guatemala","Sabana ",80,3,20,25,2,25,25,11,83,15,"0.7","49"
"657",12,"Guatemala","Sabana ",81,3,21,17,2.48,23,24,12,83,14,"1","43"
"658",12,"Guatemala","Sabana ",82,3,21,2,0.85,21,20,11,82,11,"0.6","41"
"659",12,"Guatemala","Sabana ",83,3,21,21,0.93,23,23,10,81,9,"0.7","43"
"660",12,"Guatemala","Sabana ",84,3,21,11,2.39,30,26,11,83,15,"0.8","51"
"661",12,"Guatemala","Sabana ",85,3,22,24,0.86,27,27,13,84,16,"0.6","47"
"662",12,"Guatemala","Sabana ",86,3,22,13,0.94,29,29,11,82,11,"0.7","39"
"663",12,"Guatemala","Sabana ",87,3,22,32,1.12,27,27,11,83,15,"0.8","40"
"664",12,"Guatemala","Sabana ",88,3,22,16,0.68,25,25,9,80,7,"0.4","49"
"665",12,"Guatemala","Sabana ",89,3,23,3,1.7,22,21,10,80,6,"1","50"
"666",12,"Guatemala","Sabana ",90,3,23,10,1.17,28,28,13,84,16,"0.5","47"
"667",12,"Guatemala","Sabana ",91,3,23,29,1.3,23,24,13,83,12,"0.5","45"
"668",12,"Guatemala","Sabana ",92,3,23,26,1,23,24,10,81,9,"0.6","52"
"669",12,"Guatemala","Sabana ",93,3,24,5,0.86,27,26,12,83,14,"0.8","46"
"670",12,"Guatemala","Sabana ",94,3,24,22,1.1,24,24,11,82,11,"0.8","41"
"671",12,"Guatemala","Sabana ",95,3,24,20,0.94,27,27,10,83,16,"0.9","42"
"672",12,"Guatemala","Sabana ",96,3,24,27,1.68,24,25,13,84,16,"0.8","50"
"673",13,"Guatemala","Tiucal",1,1,1,30,3.42,18,18,32,107,23,"1.1","42"
"674",13,"Guatemala","Tiucal",2,1,1,13,2.52,19,18,16,88,19,"1.2","37"
"675",13,"Guatemala","Tiucal",3,1,1,15,4.22,18,18,16,98,25,"1.4","38"
"676",13,"Guatemala","Tiucal",4,1,1,29,3.03,18,18,18,98,24,"1.2","32"
"677",13,"Guatemala","Tiucal",5,1,2,17,2.28,18,18,13,86,19,"1.1","29"
"678",13,"Guatemala","Tiucal",6,1,2,12,2.03,19,19,16,91,22,"1.4","27"
"679",13,"Guatemala","Tiucal",7,1,2,27,3.16,18,18,21,86,14,"1.3","38"
"680",13,"Guatemala","Tiucal",8,1,2,22,3.14,17,18,24,88,15,"1.2","39"
"681",13,"Guatemala","Tiucal",9,1,3,3,3.42,19,19,37,91,15,"1.5","37"
"682",13,"Guatemala","Tiucal",10,1,3,10,3.14,20,18,24,91,18,"1","36"
"683",13,"Guatemala","Tiucal",11,1,3,18,3.47,17,18,22,86,13,"0.8","46"
"684",13,"Guatemala","Tiucal",12,1,3,24,2.64,19,19,21,88,17,"1.2","35"
"685",13,"Guatemala","Tiucal",13,1,4,31,1.96,19,19,22,113,30,"1.5","36"
"686",13,"Guatemala","Tiucal",14,1,4,2,1.87,18,18,21,91,20,"0.8","47"
"687",13,"Guatemala","Tiucal",15,1,4,23,1.78,19,19,12,86,20,"1.3","39"
"688",13,"Guatemala","Tiucal",16,1,4,11,1.76,18,18,22,103,24,"1.1","39"
"689",13,"Guatemala","Tiucal",17,1,5,26,1.75,19,19,12,84,17,"0.8","47"
"690",13,"Guatemala","Tiucal",18,1,5,32,1.8,19,19,12,88,24,"0.8","29"
"691",13,"Guatemala","Tiucal",19,1,5,21,0.64,19,18,16,91,22,"0.8","38"
"692",13,"Guatemala","Tiucal",20,1,5,14,1.3,19,19,11,84,18,"1.2","39"
"693",13,"Guatemala","Tiucal",21,1,6,20,1.8,19,19,24,103,23,"0.8","42"
"694",13,"Guatemala","Tiucal",22,1,6,8,1.05,19,19,14,86,18,"0.5","31"
"695",13,"Guatemala","Tiucal",23,1,6,19,0.83,19,19,8,81,12,"0.8","38"
"696",13,"Guatemala","Tiucal",24,1,6,6,1.8,18,18,18,86,15,"1.4","42"
"697",13,"Guatemala","Tiucal",25,1,7,16,0.92,19,21,10,84,20,"1.4","34"
"698",13,"Guatemala","Tiucal",26,1,7,1,2.67,18,18,21,103,26,"0.8","49"
"699",13,"Guatemala","Tiucal",27,1,7,25,2.55,19,19,14,107,33,"1","47"
"700",13,"Guatemala","Tiucal",28,1,7,7,1.78,18,19,14,82,8,"1.4","44"
"701",13,"Guatemala","Tiucal",29,1,8,5,2.03,18,18,18,103,27,"0.8","47"
"702",13,"Guatemala","Tiucal",30,1,8,9,2.67,19,18,22,88,16,"1.3","41"
"703",13,"Guatemala","Tiucal",31,1,8,28,3.56,18,22,18,91,21,"1.4","44"
"704",13,"Guatemala","Tiucal",32,1,8,4,3.6,18,18,18,91,21,"1.4","42"
"705",13,"Guatemala","Tiucal",33,2,9,4,3.6,18,19,22,98,21,"1.3","47"
"706",13,"Guatemala","Tiucal",34,2,9,7,2.23,18,18,21,91,20,"1.4","41"
"707",13,"Guatemala","Tiucal",35,2,9,14,3.04,19,18,14,84,15,"1.1","39"
"708",13,"Guatemala","Tiucal",36,2,9,30,3.78,18,19,22,2,33,"1.5","33"
"709",13,"Guatemala","Tiucal",37,2,10,32,3.87,19,19,37,113,25,"1","36"
"710",13,"Guatemala","Tiucal",38,2,10,5,2.58,19,19,37,8,30,"1.3","48"
"711",13,"Guatemala","Tiucal",39,2,10,20,3.87,19,18,24,107,26,"1.3","42"
"712",13,"Guatemala","Tiucal",40,2,10,3,3.87,18,18,32,113,26,"1.5","40"
"713",13,"Guatemala","Tiucal",41,2,11,12,1.94,19,19,10,88,27,"1","41"
"714",13,"Guatemala","Tiucal",42,2,11,25,0.97,18,19,13,88,22,"0.8","31"
"715",13,"Guatemala","Tiucal",43,2,11,23,0.98,19,19,11,83,15,"1.2","30"
"716",13,"Guatemala","Tiucal",44,2,11,9,0.98,19,19,10,82,13,"0.6","36"
"717",13,"Guatemala","Tiucal",45,2,12,1,2.68,19,19,12,86,20,"1.3","44"
"718",13,"Guatemala","Tiucal",46,2,12,24,2.64,18,19,18,86,15,"1","36"
"719",13,"Guatemala","Tiucal",47,2,12,11,2.73,18,18,22,98,21,"0.7","58"
"720",13,"Guatemala","Tiucal",48,2,12,19,1.66,19,19,12,83,14,"1","45"
"721",13,"Guatemala","Tiucal",49,2,13,29,1.51,19,19,16,84,13,"1.7","17"
"722",13,"Guatemala","Tiucal",50,2,13,10,2.4,18,19,16,86,16,"0.8","48"
"723",13,"Guatemala","Tiucal",51,2,13,2,2.43,18,21,12,83,14,"1.3","44"
"724",13,"Guatemala","Tiucal",52,2,13,28,4.01,18,18,21,84,11,"1.4","46"
"725",13,"Guatemala","Tiucal",53,2,14,6,3.87,18,18,18,86,15,"1.2","51"
"726",13,"Guatemala","Tiucal",54,2,14,27,2.99,18,18,24,107,26,"1.2","47"
"727",13,"Guatemala","Tiucal",55,2,14,21,1.82,19,19,16,98,25,"1.2","46"
"728",13,"Guatemala","Tiucal",56,2,14,31,2.23,19,19,18,103,27,"1","54"
"729",13,"Guatemala","Tiucal",57,2,15,22,2.12,18,18,21,91,20,"1.1","43"
"730",13,"Guatemala","Tiucal",58,2,15,8,1.76,18,18,22,91,19,"1.3","39"
"731",13,"Guatemala","Tiucal",59,2,15,13,1.08,18,19,13,91,25,"0.5","43"
"732",13,"Guatemala","Tiucal",60,2,15,16,1.75,19,18,11,86,22,"0.8","45"
"733",13,"Guatemala","Tiucal",61,2,16,26,3.32,18,19,22,98,21,"1.1","49"
"734",13,"Guatemala","Tiucal",62,2,16,15,4.13,19,19,21,107,28,"1.3","43"
"735",13,"Guatemala","Tiucal",63,2,16,17,2.65,18,19,16,103,29,"0.9","50"
"736",13,"Guatemala","Tiucal",64,2,16,18,4.17,18,18,21,103,26,"1.1","47"
"737",13,"Guatemala","Tiucal",65,3,17,3,4.33,18,19,24,98,20,"1.3","41"
"738",13,"Guatemala","Tiucal",66,3,17,12,3.69,18,19,24,113,28,"1.4","43"
"739",13,"Guatemala","Tiucal",67,3,17,19,2.58,19,19,24,86,12,"1.1","39"
"740",13,"Guatemala","Tiucal",68,3,17,7,3.03,18,18,21,98,23,"1.4","46"
"741",13,"Guatemala","Tiucal",69,3,18,13,1.71,18,19,21,91,20,"1.1","39"
"742",13,"Guatemala","Tiucal",70,3,18,11,2.64,18,19,28,113,27,"1.4","36"
"743",13,"Guatemala","Tiucal",71,3,18,10,3.6,19,18,49,2,25,"1.2","45"
"744",13,"Guatemala","Tiucal",72,3,18,14,1.74,22,22,11,83,15,"1","43"
"745",13,"Guatemala","Tiucal",73,3,19,16,0.92,19,19,22,98,21,"0.8","39"
"746",13,"Guatemala","Tiucal",74,3,19,30,1.44,22,22,18,88,18,"0.9","35"
"747",13,"Guatemala","Tiucal",75,3,19,20,2.34,19,19,24,2,31,"1.1","40"
"748",13,"Guatemala","Tiucal",76,3,19,31,1.42,20,19,9,82,14,"0.9","48"
"749",13,"Guatemala","Tiucal",77,3,20,1,2.68,18,18,22,107,27,"1.4","46"
"750",13,"Guatemala","Tiucal",78,3,20,2,1.68,18,19,18,91,21,"0.8","44"
"751",13,"Guatemala","Tiucal",79,3,20,26,1.11,18,19,18,91,21,"0.8","44"
"752",13,"Guatemala","Tiucal",80,3,20,27,2.9,19,19,22,103,24,"1.2","45"
"753",13,"Guatemala","Tiucal",81,3,21,4,2.52,18,19,18,88,18,"1.4","41"
"754",13,"Guatemala","Tiucal",82,3,21,25,1.23,19,19,12,86,20,"1","41"
"755",13,"Guatemala","Tiucal",83,3,21,18,2.86,18,19,18,103,27,"1.4","47"
